Rooms,Brand,Extended Stay,Parent Company,Property Name,Market Name,Submarket Name,Hotel Class,Scale,Operation Type,Constr Status,Operational Status,Expansion Rooms,Expansion Status Month,Expansion Status Year,Expansion Status,Property Address,City,State,Zip,Year Built,Year Renovated,Hotel Open Date,Data Participation,Mtg Rooms,Total Mtg Space,Max Contig Mtg Space,Hotel Location Type,Secondary Type,All-Inclusive,All-Suites,Primary Corridors,Number Of Stories,Number Of Parking Spaces,Parking Spaces/Room,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Segment,Lat,Long
41,Rodeway Inn,0,"Choice Hotels International, Inc.",Rodeway Inn Montpelier,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,13485 State Route 15,Montpelier,OH,43543,1970,2004,06/01/1970,Monthly,,,,Interstate,Hotel,No,No,Exterior,2,53,1.292682927,,,,,No,,Economy,41.584495,-84.605508
43,Suburban Studios,Extended Stay,"Choice Hotels International, Inc.",Suburban Studios Montpelier,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,13508 State Route 15,Montpelier,OH,43543,1960,2012,03/02/2023,Monthly,0,0,0,Interstate,Hotel,No,Yes,Interior,3,283,6.581395349,,,,,No,,Economy,41.584495,-84.605508
108,Red Roof Inn,,"Red Roof Franchising, LLC",Red Roof Inn Cleveland - Mentor/ Willoughby,"Cleveland, OH",Willoughby/Beachwood,Economy,Economy,Franchise,Existing,Open,,,,,4166 State Route 306,Willoughby,OH,44094,1980,2016,09/01/1980,Monthly,,,,Suburban,Hotel,No,No,Exterior,2,100,0.925925926,,,,,No,,Economy,41.63977,-81.406501
30,,,,Relax Inn,Columbus,Columbus Rural Areas,Economy,Independent,Independent,Existing,Open,,,,,7125 State Route 37 E,New Lexington,OH,43764,1990,,,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,,,04/18/2011,39127C0229D,39127C,0229D,No,100-year and 500-year Floodplain,Economy,39.71399,-82.207835
35,,,,Falls Inn,Ohio Area,Youngstown/Warren,Economy,Independent,Independent,Existing,Open,,,,,4248 State Route 5,Newton Falls,OH,44444,1900,,,,,,,Interstate,Hotel,No,No,Exterior,1,,,06/18/2010,39155C0354D,39155C,0354D,No,500-year Floodplain,Economy,41.18839,-80.978147
29,,,,Eastwood Motor Inn,Ohio Area,Akron,Economy,Independent,Independent,Existing,Open,,,,,2296 State Route 59,Kent,OH,44240,1953,,02/01/1953,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,,,,,,,No,,Economy,41.154795,-81.329529
40,,,,Lakeside Motel,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,18850 State Route 60,Beverly,OH,45715,1958,,06/01/1958,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,,,04/16/2014,39167C0075F,39167C,0075F,Yes,100-year Floodplain,Economy,39.548018,-81.639377
64,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Ashland,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,736 US Highway 250 E,Ashland,OH,44805,1968,2008,12/01/1993,Monthly,,,,Interstate,Hotel,No,No,Exterior,2,45,0.703125,08/18/2009,39005C0235E,39005C,0235E,Yes,100-year Floodplain,Economy,40.868615,-82.317594
37,,,,Greystone Motel,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,8190 US Highway 50,Hillsboro,OH,45133-7138,1955,,06/01/1970,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,,,03/03/2011,39071C0255E,39071C,0255E,No,100-year and 500-year Floodplain,Economy,39.202287,-83.611587
38,,,,Willard Country Inn,Ohio Area,Ohio North Area,Economy,Independent,Independent,Existing,Open,,,,,429 E Walton St,Willard,OH,44890,1979,,06/01/1980,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,40,1.052631579,01/19/2011,39077C0312D,39077C,0312D,No,100-year and 500-year Floodplain,Economy,41.041617,-82.716867
134,Baymont,0,Wyndham Hotels & Resorts,Baymont Inn and Suites by Wyndham Columbus / Near OSU,Columbus,Columbus Ohio State University,Midscale,Midscale,Franchise,Existing,Open,,,,,887 Morse Rd,Columbus,OH,43229,1989,2012,09/01/1989,Monthly,,,,Suburban,Hotel,No,No,Exterior,3,131,0.97761194,06/17/2008,39049C0186K,39049C,0186K,No,100-year and 500-year Floodplain,Midscale,40.060669,-82.99654
119,MainStay Suites,Extended Stay,"Choice Hotels International, Inc.",MainStay Suites Columbus North - Worthington,Columbus,Columbus North,Midscale,Midscale,Franchise,Existing,Open,,,,,6255 Quarter Horse Dr,Columbus,OH,43229,1997,2005,06/01/1997,Monthly,,,,Suburban,Hotel,No,Yes,Interior,3,128,1.075630252,06/17/2008,39049C0176K,39049C,0176K,No,100-year and 500-year Floodplain,Midscale,40.0918,-82.987656
63,Sleep Inn,0,"Choice Hotels International, Inc.",Sleep Inn & Suites Belmont St Clairsville,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,41371 Reco Rd,Belmont,OH,43718,2014,,10/01/2014,Monthly,1,750,750,Interstate,Hotel,No,No,Interior,4,,,04/05/2006,39013C0175E,39013C,0175E,No,100-year and 500-year Floodplain,Midscale,40.058102,-81.054224
148,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Dayton Airport,"Dayton/Springfield, OH",Dayton North/Fairborn,Midscale,Midscale,Franchise,Existing,Open,,,,,10 Rockridge Rd,Englewood,OH,45322,1974,2004,06/01/1974,Monthly,6,5802,2772,Suburban,Hotel,No,No,Interior,4,150,1.013513514,01/06/2005,39113C0131E,39113C,0131E,No,100-year and 500-year Floodplain,Midscale,39.859149,-84.281826
59,Baymont,0,Wyndham Hotels & Resorts,Baymont by Wyndham Zanesville,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,230 Scenic Crest Dr,Zanesville,OH,43701,1996,,07/01/1996,Monthly,1,460,460,Interstate,Hotel,No,No,Interior,2,,,07/06/2010,39119C0305G,39119C,0305G,No,100-year and 500-year Floodplain,Midscale,39.943941,-81.998642
95,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Cambridge,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,1945 Southgate Pky,Cambridge,OH,43725,1973,1992,06/01/1973,Monthly,,,,Interstate,Hotel,No,No,Exterior,2,122,1.284210526,08/16/2011,39059C0164D,39059C,0164D,No,100-year and 500-year Floodplain,Midscale,40.005696,-81.57452
70,Baymont,0,Wyndham Hotels & Resorts,Baymont by Wyndham Cambridge,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,61595 Southgate Pky,Cambridge,OH,43725,1998,2016,02/01/1998,Monthly,1,400,400,Interstate,Hotel,No,No,Interior,2,85,1.214285714,08/16/2011,39059C0277D,39059C,0277D,No,100-year and 500-year Floodplain,Midscale,40.02011,-81.58804
59,Baymont,0,Wyndham Hotels & Resorts,Baymont by Wyndham Huber Heights Dayton,"Dayton/Springfield, OH",Dayton North/Fairborn,Midscale,Midscale,Franchise,Existing,Open,,,,,8110 Troy Pike,Dayton,OH,45424-1052,1988,2019,09/01/1988,Monthly,1,270,270,Suburban,Hotel,No,No,Interior,3,51,0.86440678,01/06/2005,39113C0157E,39113C,0157E,No,100-year and 500-year Floodplain,Midscale,39.81637,-84.146693
245,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn & Suites Cincinnati,"Cincinnati, OH",Cincinnati CBD/Riverfront,Midscale,Midscale,Franchise,Existing,Open,,,,,800 W 8th St,Cincinnati,OH,45203,1960,2011,06/01/1968,Monthly,3,4165,2070,Urban,Hotel,No,No,Interior,12,243,0.991836735,03/03/2014,21037C0007E,39061C,0007E,No,100-year and 500-year Floodplain,Midscale,39.103574,-84.528743
80,,,,Cleveland Airport Hotel,"Cleveland, OH",Cleveland Airport/Westlake,Midscale,Independent,Independent,Existing,Permanently Closed,,,,,4181 W 150th St,Cleveland,OH,44135,1971,2016,06/01/1971,,7,7768,3100,Airport,Hotel,No,No,Interior,5,239,2.9875,12/03/2010,39035C0158E,39035C,0158E,No,100-year and 500-year Floodplain,Midscale,41.440882,-81.799957
62,Spark by Hilton,0,Hilton Worldwide,Spark by Hilton Newcomerstown,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,200 Morris Crossing Ave,Newcomerstown,OH,43832,2001,2024,07/01/2001,Monthly,,0,0,Interstate,Hotel,No,No,Interior,3,95,1.532258065,07/22/2010,39157C0337D,39157C,0337D,No,100-year and 500-year Floodplain,Midscale,40.285497,-81.56906
9,,,,The Sloane House,Ohio Area,Sandusky/Port Clinton,Midscale,Independent,Independent,Existing,Permanently Closed,,,,,403 E Adams St,Sandusky,OH,44870,1850,2021,,,,,,Small Metro/Town,Bed and Breakfast,No,No,Interior,3,,,09/01/2022,39043C0079E,39043C,0079E,No,100-year and 500-year Floodplain,Midscale,41.455425,-82.705359
87,Best Western,0,BWH Hotels,Best Western Port Columbus,Columbus,Columbus Airport Area,Midscale,Midscale,Franchise,Existing,Open,,,,,1450 Airpointe Dr,Columbus,OH,43219,2005,2017,06/01/2006,Monthly,1,400,400,Airport,Hotel,No,No,Interior,2,90,1.034482759,06/17/2008,39049C0193K,39049C,0193K,No,100-year and 500-year Floodplain,Midscale,40.000611,-82.92814
52,Baymont,0,Wyndham Hotels & Resorts,Baymont Inn & Suites by Wyndham Swanton/Toledo Airport,Ohio Area,Toledo,Midscale,Midscale,Franchise,Existing,Open,,,,,10753 Airport Hwy,Swanton,OH,43558,2002,2019,03/01/2002,Monthly,1,250,250,Suburban,Hotel,No,No,Interior,2,63,1.211538462,08/16/2011,39095C0206E,39095C,0206E,No,100-year and 500-year Floodplain,Midscale,41.582155,-83.867261
80,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Alexis Road Toledo,Ohio Area,Toledo,Midscale,Midscale,Franchise,Existing,Open,,,,,445 E Alexis Rd,Toledo,OH,43612-3708,1987,2023,03/01/1987,Monthly,,,,Suburban,Hotel,No,No,Interior,2,83,1.0375,03/16/2016,39095C0081F,39095C,0081F,No,100-year and 500-year Floodplain,Midscale,41.722265,-83.540873
76,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Marysville,Columbus,Columbus Rural Areas,Midscale,Midscale,Franchise,Existing,Open,,,,,16420 Allenby Dr,Marysville,OH,43040,1990,,05/01/1990,Monthly,1,576,576,Small Metro/Town,Hotel,No,No,Interior,2,80,1.052631579,09/21/2023,39159C0352E,39159C,0352E,No,100-year and 500-year Floodplain,Midscale,40.242034,-83.340866
60,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Akron,Ohio Area,Akron,Midscale,Midscale,Franchise,Existing,Open,,,,,2873 S Arlington Rd,Akron,OH,44312,1996,,04/01/1996,Monthly,,,,Interstate,Hotel,No,No,Interior,3,30,0.5,08/18/2009,39133C0325D,39153C,0325D,No,100-year and 500-year Floodplain,Midscale,41.083064,-81.518485
70,Best Western,0,BWH Hotels,Best Western Lakewood Inn,Columbus,Columbus Rural Areas,Midscale,Midscale,Franchise,Existing,Open,,,,,122 Arrowhead Blvd,Hebron,OH,43025-9463,1998,2017,01/01/1999,Monthly,1,506,506,Suburban,Hotel,No,No,Interior,2,92,1.314285714,03/16/2015,39089C0478J,39089C,0478J,No,100-year and 500-year Floodplain,Midscale,39.960125,-82.478126
78,,,,Larkspur Landing,Ohio Area,Toledo,Midscale,Independent,Independent,Existing,Open,,,,,1410 Arrowhead Dr,Maumee,OH,43537-4016,1997,2015,08/08/1997,,,,,Suburban,Hotel,No,Yes,Interior,3,75,0.961538462,09/02/2011,39173C0010D,39095C,0010D,No,100-year and 500-year Floodplain,Midscale,41.562829,-83.653824
69,Baymont,0,Wyndham Hotels & Resorts,Baymont by Wyndham Piqua,"Dayton/Springfield, OH",Springfield and Surrounding,Midscale,Midscale,Franchise,Existing,Open,,,,,950 E Ash St,Piqua,OH,45356,1998,2008,08/01/1998,Monthly,1,694,694,Interstate,Hotel,No,No,Interior,3,75,1.086956522,06/05/2020,39109C0063F,39109C,0063F,No,100-year and 500-year Floodplain,Midscale,40.151113,-84.225196
14,,,,West Bank Inn,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,1055 W Bank Rd,Celina,OH,45822-2452,2000,2016,08/01/2006,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,9,0.642857143,,,,,No,,Midscale,40.535986,-84.574529
149,Baymont,0,Wyndham Hotels & Resorts,Baymont by Wyndham Youngstown,Ohio Area,Youngstown/Warren,Midscale,Midscale,Franchise,Existing,Open,,,,,4055 Belmont Ave,Youngstown,OH,44505,1973,2026,06/01/1976,Monthly,1,1350,1350,Suburban,Hotel,No,No,Interior,6,,,06/18/2010,39155C0418D,39155C,0418D,No,100-year and 500-year Floodplain,Midscale,41.154148,-80.664495
8,,,,Hopkins Park Bed and Breakfast,"Cincinnati, OH",Cincinnati Northwest,Midscale,Independent,Independent,Existing,Open,,,,,1950 Bigelow St,Cincinnati,OH,45219-3035,1912,,,,,,,Urban,Bed and Breakfast,No,No,,1,,,03/03/2014,21037C0007E,39061C,0007E,No,100-year and 500-year Floodplain,Midscale,39.11778,-84.50792
66,Best Western,0,BWH Hotels,Best Western Dutch Valley Inn,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,161 Bluebell Dr SW,New Philadelphia,OH,44663,2010,2018,02/01/2010,Monthly,,,,Interstate,Hotel,No,No,Interior,2,84,1.272727273,07/22/2010,39157C0255D,39157C,0255D,Yes,100-year Floodplain,Midscale,40.491888,-81.471319
62,Sleep Inn,0,"Choice Hotels International, Inc.",Sleep Inn & Suites Galion,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,6698 Brandt Rd,Galion,OH,44833-9356,2017,,02/01/2017,Monthly,1,300,300,Small Metro/Town,Hotel,No,No,Interior,4,80,1.290322581,01/19/2011,39033C0175D,39033C,0175D,No,100-year and 500-year Floodplain,Midscale,40.756999,-82.796328
216,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn & Suites Richfield,Ohio Area,Akron,Midscale,Midscale,Franchise,Existing,Open,,,,,4742 Brecksville Rd,Richfield,OH,44286,1966,,04/01/1966,Monthly,3,5000,2000,Suburban,Hotel,No,No,Interior,2,250,1.157407407,04/19/2016,39153C0019F,39153C,0019F,No,100-year and 500-year Floodplain,Midscale,41.263848,-81.630361
85,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Columbus-East,Columbus,Columbus Airport Area,Midscale,Midscale,Franchise,Existing,Open,,,,,2055 Brice Rd,Reynoldsburg,OH,43068,1985,2020,01/01/1985,Monthly,,,,Suburban,Hotel,No,No,Exterior,2,102,1.2,01/06/2012,39045C0025G,39049C,0025G,No,100-year and 500-year Floodplain,Midscale,39.955126,-82.828802
51,Best Western,0,BWH Hotels,Best Western Adena Inn,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,1250 N Bridge St,Chillicothe,OH,45601,1963,,04/01/1963,Monthly,3,1900,1750,Small Metro/Town,Hotel,No,No,Interior,2,100,1.960784314,12/07/2023,39141C0355E,39141C,0355E,No,100-year and 500-year Floodplain,Midscale,39.359977,-82.978241
34,,,,Holmes Suites & Inn,Columbus,Columbus Airport Area,Midscale,Independent,Independent,Existing,Open,,,,,6335 E Broad St,Columbus,OH,43213,2015,,01/01/2015,,1,100,100,Airport,Hotel,No,No,Interior,2,26,0.764705882,01/06/2012,39045C0025G,39049C,0025G,No,100-year and 500-year Floodplain,Midscale,39.980504,-82.833165
91,Tru by Hilton,0,Hilton Worldwide,Tru by Hilton Columbus East Broad,Columbus,Columbus Airport Area,Midscale,Midscale,Franchise,Existing,Open,,,,,6440 E Broad St,Columbus,OH,43213,2024,,08/01/2024,Monthly & Daily,,,,Airport,Hotel,No,No,Interior,4,52,0.571428571,01/06/2012,39045C0025G,39049C,0025G,No,100-year and 500-year Floodplain,Midscale,39.981003,-82.830267
85,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Fairborn,"Dayton/Springfield, OH",Dayton North/Fairborn,Midscale,Midscale,Franchise,Existing,Open,,,,,616 N Broad St,Fairborn,OH,45324,1987,2013,10/01/1987,Monthly,1,336,336,Suburban,Hotel,No,No,Interior,2,108,1.270588235,03/17/2011,39057C0010D,39057C,0010D,No,100-year and 500-year Floodplain,Midscale,39.829995,-84.022077
52,Wingate by Wyndham,0,Wyndham Hotels & Resorts,Wingate by Wyndham Geneva at SPIRE Academy,"Cleveland, OH",Cleveland Surrounding Areas,Midscale,Midscale,Franchise,Existing,Open,,,,,1715 S Broadway,Geneva,OH,44041,2025,,11/05/2025,Monthly,1,750,750,Suburban,Hotel,No,No,Interior,1,53,1.019230769,12/18/2007,39007C0139D,39007C,0139D,No,100-year and 500-year Floodplain,Midscale,41.78575,-80.946709
65,,,,Quaker Square Hotel,Ohio Area,Akron,Midscale,Independent,Independent,Existing,Permanently Closed,,,,,135 S Broadway St,Akron,OH,44308,1900,2026,09/01/1980,,,31937,15000,Urban,Hotel,No,No,Interior,6,79,1.215384615,,,,,No,,Midscale,41.081432,-81.515871
70,Ramada,0,Wyndham Hotels & Resorts,Ramada by Wyndham Cleveland Airport West,"Cleveland, OH",Cleveland Airport/Westlake,Midscale,Midscale,Franchise,Existing,Open,,,,,22115 Brookpark Rd,Cleveland,OH,44126-3121,1958,1998,06/01/1972,Monthly,,,,Airport,Hotel,No,No,Exterior,2,112,1.6,12/03/2010,39035C0161E,39035C,0161E,No,100-year and 500-year Floodplain,Midscale,41.418648,-81.733908
3,,,,The Ohio River House,"Cincinnati, OH",Cincinnati South/Airport,Midscale,Independent,Independent,Existing,Open,,,,,101 Brown St,Higginsport,OH,45131,1835,,01/01/1997,,,,,Small Metro/Town,Bed and Breakfast,No,No,Interior,2,,,05/16/2013,21023C0062F,39015C,0062F,Yes,100-year Floodplain,Midscale,38.788117,-83.964767
91,Tru by Hilton,0,Hilton Worldwide,Tru by Hilton Grove City Columbus,Columbus,Columbus Rural Areas,Midscale,Midscale,Franchise,Existing,Open,,,,,1750 Buckeye Pl,Grove City,OH,43123-9833,2020,,09/05/2020,Monthly & Daily,,,,Suburban,Hotel,No,No,Interior,4,74,0.813186813,07/22/2010,39129C0050J,39049C,0050J,No,100-year and 500-year Floodplain,Midscale,39.875586,-83.04872
106,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn & Suites Miamisburg Dayton South,"Dayton/Springfield, OH",Dayton South,Midscale,Midscale,Franchise,Existing,Permanently Closed,,,,,250 Byers Rd,Miamisburg,OH,45342,1987,,08/01/1987,,3,1100,800,Suburban,Hotel,No,No,Interior,3,150,1.41509434,01/06/2005,39113C0265E,39113C,0265E,No,100-year and 500-year Floodplain,Midscale,39.636695,-84.233208
57,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Austintown Youngstown West,Ohio Area,Youngstown/Warren,Midscale,Midscale,Franchise,Existing,Open,,,,,870 N Canfield Niles Rd,Youngstown,OH,44515,1983,2014,06/01/1983,Monthly,3,1330,722,Suburban,Hotel,No,No,Interior,2,82,1.438596491,,,,,No,,Midscale,41.103579,-80.652016
100,Candlewood Suites,Extended Stay,IHG Hotels & Resorts,Candlewood Suites Carrollton,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,1296 Canton Rd NW,Carrollton,OH,44615,2015,,01/01/2015,Monthly,1,384,384,Small Metro/Town,Hotel,No,Yes,Interior,4,,,06/04/2010,39019C0179C,39019C,0179C,No,100-year and 500-year Floodplain,Midscale,40.592027,-81.092906
63,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Brunswick Cleveland South,"Cleveland, OH",Cleveland Surrounding Areas,Midscale,Midscale,Franchise,Existing,Open,,,,,1435 S Carpenter Rd,Brunswick,OH,44212,1995,,08/01/1996,Monthly,1,640,640,Suburban,Hotel,No,No,Interior,2,90,1.428571429,08/19/2013,39103C0156E,39103C,0156E,No,100-year and 500-year Floodplain,Midscale,41.236487,-81.800193
60,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Washington Court House,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,10160 Carr Rd,Jeffersonville,OH,43128,1996,2023,07/01/1996,Monthly,,,,Interstate,Hotel,No,No,Interior,2,63,1.05,,,,,No,,Midscale,39.655396,-83.540827
61,,,,Royalton Inn and Suites Wilmington,Ohio Area,Ohio South Area,Midscale,Independent,Independent,Existing,Open,,,,,201 Carrie Dr,Wilmington,OH,45177,1996,,02/01/1997,,,0,0,Small Metro/Town,Hotel,No,No,Interior,2,61,1,11/19/2021,39027C0133E,39027C,0133E,No,100-year and 500-year Floodplain,Midscale,39.452884,-83.802082
104,Extended Stay America Suites,Extended Stay,Extended Stay America,Extended Stay America Cleveland - Brooklyn,"Cleveland, OH",Cleveland Airport/Westlake,Midscale,Midscale,Franchise,Existing,Open,,,,,10300 Cascade Xing,Brooklyn,OH,44144-2300,1999,2005,12/01/1999,Monthly,,,,Suburban,Hotel,No,Yes,Interior,3,116,1.115384615,12/03/2010,39035C0167E,39035C,0167E,No,100-year and 500-year Floodplain,Midscale,41.424709,-81.757698
64,Sleep Inn,0,"Choice Hotels International, Inc.",Sleep Inn & Suites Near I-90 and Ashtabula,"Cleveland, OH",Cleveland Surrounding Areas,Midscale,Midscale,Franchise,Existing,Open,,,,,9350 Center Rd,Austinburg,OH,44010,2002,,04/01/2002,Monthly,1,400,400,Interstate,Hotel,No,No,Interior,3,75,1.171875,12/18/2007,39007C0165D,39007C,0165D,No,100-year and 500-year Floodplain,Midscale,41.791173,-80.854059
78,Candlewood Suites,Extended Stay,IHG Hotels & Resorts,Candlewood Suites Youngstown West - Austintown,Ohio Area,Youngstown/Warren,Midscale,Midscale,Franchise,Existing,Open,,,,,5575 Cerni Pl,Youngstown,OH,44515-1159,2014,,09/03/2014,Monthly,1,204,204,Suburban,Hotel,No,Yes,Interior,4,86,1.102564103,,,,,No,,Midscale,41.103579,-80.652016
100,Tru by Hilton,0,Hilton Worldwide,Tru by Hilton Milford Cincinnati,"Cincinnati, OH",Cincinnati Northeast,Midscale,Midscale,Franchise,Existing,Open,,,,,951 Chamber Dr,Milford,OH,45150,2021,,03/01/2021,Monthly & Daily,,,,Suburban,Hotel,No,No,Interior,4,98,0.98,03/16/2006,39025C0119G,39025C,0119G,No,100-year and 500-year Floodplain,Midscale,39.155412,-84.269033
81,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn & Suites Cincinnati I-275,"Cincinnati, OH",Cincinnati Northwest,Midscale,Midscale,Franchise,Existing,Open,,,,,11967 Chase Plaza Dr,Forest Park,OH,45240,1998,2004,06/01/1998,Monthly,2,1050,756,Suburban,Hotel,No,No,Interior,3,79,0.975308642,10/19/2018,39017C0317F,39061C,0317F,No,100-year and 500-year Floodplain,Midscale,39.295471,-84.52474
130,,,,LivINN Hotel Sharonville,"Cincinnati, OH",Sharonville/Blue Ash,Midscale,Independent,Independent,Existing,Open,,,,,11385 Chester Rd,Cincinnati,OH,45246,1987,2011,09/01/1987,Monthly & Daily,1,450,450,Suburban,Hotel,No,Yes,Interior,3,133,1.023076923,02/17/2010,39061C0089E,39061C,0089E,No,100-year and 500-year Floodplain,Midscale,39.101454,-84.51246
98,,,,Chester Inn and Suites,"Cincinnati, OH",Sharonville/Blue Ash,Midscale,Independent,Independent,Existing,Open,,,,,11440 Chester Rd,Cincinnati,OH,45246,1963,2014,06/01/1963,,2,1064,760,Suburban,Hotel,No,No,Interior,5,119,1.214285714,10/19/2018,39017C0337F,39061C,0337F,No,100-year and 500-year Floodplain,Midscale,39.281488,-84.442451
61,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn I-75 West Chester-North Cincinnati,"Cincinnati, OH",Sharonville/Blue Ash,Midscale,Midscale,Franchise,Existing,Open,,,,,8567 Cincinnati Dayton Rd,West Chester,OH,45069,1995,2012,07/01/1995,Monthly,0,0,0,Interstate,Hotel,No,No,Interior,2,69,1.131147541,10/19/2018,39017C0334F,39017C,0334F,No,100-year and 500-year Floodplain,Midscale,39.339062,-84.398451
