Title,City,State,Value,Status,BidDate,Uses,HasHotel,HasElderly,Lat,Lng
Bridge Repair - IR 77,Cleveland,OH,25286681,Award,"Dec 18, 2025","Roads / Highways, Bridges / Tunnels",FALSE,FALSE,41.4458,-81.6541
"New Elementary School (all-day Kindergarten, Grades 1 and 2) - New Albany - Plain Local Schools",Albany,OH,25235800,Under Construction,,Educational,FALSE,FALSE,39.2276,-82.2024
Holiday Inn Express / Macedonia,Macedonia,OH,25000000,Under Construction,,Hotel / Motel,TRUE,FALSE,41.3175,-81.5048
The RED - Phase 4 / Building D,Cincinnati,OH,25000000,Under Construction,,Multi-Residential,FALSE,FALSE,39.1031,-84.512
Wood US 20/23 Interchange  - Ohio Department of Transportation,Perrysburg,OH,25000000,Design,,Roads / Highways,FALSE,FALSE,41.557,-83.6272
Ohio Curtice Area Sanitary Sewer Improvements,Holland,OH,25000000,Design,,Water / Sewer,FALSE,FALSE,41.6217,-83.7116
Woodhill Station East- Phase 3,Cleveland,OH,25000000,Pre-Construction/Negotiated,,Multi-Residential,FALSE,FALSE,41.4834,-81.618
Jalen Lofts / Trotwood,Trotwood,OH,25000000,Under Construction,,Multi-Residential,FALSE,FALSE,39.7973,-84.3113
Headquarters Conversion / Cleveland,Cleveland,OH,25000000,Final Planning,,Medical,FALSE,FALSE,41.4963,-81.6732
Geiger Brothers Manufacturing Building,Jackson,OH,25000000,Pre-Construction/Negotiated,,Industrial,FALSE,FALSE,39.0405,-82.6302
Delaware County New Social Services Administration Facility,Delaware,OH,25000000,Under Construction,"Sep 20, 2024",Municipal,FALSE,FALSE,40.2987,-83.068
Cleveland Metroparks Gordon Park Improvements,Cleveland,OH,25000000,Award,"Oct 30, 2024",Playgrounds / Parks / Athletic Fields,FALSE,FALSE,41.5421,-81.629
RFQ Contractor - Boston Mills Cuyahoga River Restoration,Peninsula,OH,25000000,Conceptual,,Water / Sewer,FALSE,FALSE,41.2409,-81.5487
Rose Indoor Center - City of Huber Heights,Huber Heights,OH,25000000,Design,,Theaters / Auditoriums,FALSE,FALSE,39.8439,-84.1247
"RFQ D/B - Renovation of Army Reserve Center- Delaware, OH",Delaware,OH,25000000,Conceptual,,Military,FALSE,FALSE,40.2987,-83.068
Northeast Olentangy Interceptor - City of Delaware,Delaware,OH,25000000,Conceptual,,Water / Sewer,FALSE,FALSE,40.2987,-83.068
New Transportation & Maintenance Center - North Ridgeville City School District,North Ridgeville,OH,25000000,Award,,Transportation Terminals,FALSE,FALSE,41.393,-82.006
Vista Village II,Columbus,OH,25000000,Conceptual,,Residential Subdivision,FALSE,FALSE,39.9163,-82.8748
Poste Property Phase 2 Redevelopment,Cincinnati,OH,25000000,Conceptual,,Multi-Residential,FALSE,FALSE,39.1261,-84.4926
Force for Tomorrow / Great Lakes Science Center,Cleveland,OH,25000000,Conceptual,,Museum,FALSE,FALSE,41.5074,-81.6968
RFP Developers - Akron Public Schools Headquarters,Akron,OH,25000000,Conceptual,,"Multi-Residential, Retail",FALSE,FALSE,41.0864,-81.514
Noise Wall - District Wide,Painesville,OH,25000000,Conceptual,,Roads / Highways,FALSE,FALSE,41.7245,-81.2457
RFQ Developer - Downtown Redevelopment Plans,Middletown,OH,25000000,Conceptual,"Nov 3, 2025",Municipal,FALSE,FALSE,39.5452,-84.4393
RFQ Engineering - Owner’s Advisor Services for Mill Creek Wastewater Treatment Plant Dewatering Building Improvements,Cincinnati,OH,25000000,Conceptual,"Dec 9, 2025",Water / Sewer,FALSE,FALSE,39.147,-84.4708
Gables of Huber Heights Phase 2,Huber Heights,OH,25000000,Pre-Construction/Negotiated,,Multi-Residential,FALSE,FALSE,39.8439,-84.1247
Lorain WBW Repair,Lorain,OH,25000000,Post-Bid,"Feb 12, 2026",Water / Sewer,FALSE,FALSE,41.4528,-82.1824
RFP Engineering - Edgewater Beach Surge Tunnel,Cleveland,OH,25000000,Conceptual,,Bridges / Tunnels,FALSE,FALSE,41.4993,-81.6944
Greene Memorial Hospital Improvements - Kettering Health,Xenia,OH,25000000,Conceptual,,Medical,FALSE,FALSE,39.6999,-83.9279
89th Rising,Cleveland,OH,24895000,Under Construction,,Multi-Residential,FALSE,FALSE,41.4934,-81.6245
Bridge Preservation - US 52,Moscow,OH,24869490,Conceptual,,Bridges / Tunnels,FALSE,FALSE,38.8838,-84.2284
"SWWTP Digester Process Expansion, Phase II - City of Columbus",Lockbourne,OH,24822000,Conceptual,,Water / Sewer,FALSE,FALSE,39.8176,-83.0004
"SWWTP Digester Process Expansion, Phase II - City of Columbus",Columbus,OH,24822000,Conceptual,,Water / Sewer,FALSE,FALSE,39.9625,-83.0032
Innovation Square Phase 2,Cleveland Hts,OH,24773046,Pre-Construction/Negotiated,,Multi-Residential,FALSE,FALSE,41.4958,-81.616
Bridge Preservation - OH 7,Bellaire,OH,24600000,Conceptual,,Bridges / Tunnels,FALSE,FALSE,40.0082,-80.7442
Interchange Improvement (Safety),Perrysburg,OH,24450000,Conceptual,,Roads / Highways,FALSE,FALSE,41.5468,-83.607
Roadway Minor Rehabilitation - Various,Wooster,OH,24314000,Conceptual,,Roads / Highways,FALSE,FALSE,40.7589,-81.9535
Railroad Grade Separation -  Orange Road,Orange Township,OH,24196696,Conceptual,,Roads / Highways,FALSE,FALSE,40.1739,-82.9923
Delaware County Jail Renovations,Delaware,OH,24000000,Design,,Jails / Prisons,FALSE,FALSE,40.312,-83.0475
RFP Engineering - BCSO-2 Bellaire Tunnel and BC Regulators,Cleveland,OH,24000000,Conceptual,,"Water / Sewer, Bridges / Tunnels",FALSE,FALSE,41.4419,-81.7736
CUY-Bunts Road (CR 232) Rehab,Lakewood,OH,23964910,Bid Results,"Jan 30, 2026","Roads / Highways, Sidewalks / Parking Lot, Water / Sewer",FALSE,FALSE,41.481,-81.7896
Roadway Minor Rehabilation  -  Various,Nankin,OH,23955200,Conceptual,,Roads / Highways,FALSE,FALSE,40.9436,-82.3018
All In Dublin,Dublin,OH,23800000,Design,,Multi-Residential,FALSE,FALSE,40.0986,-83.0948
Cedar Square Apartments,Columbus,OH,23500000,Design,,"Multi-Residential, Office, Parking Garage",FALSE,FALSE,39.9523,-82.9917
Branham / Marysville,Marysville,OH,23500000,Post-Bid,"Feb 6, 2026",Multi-Residential,FALSE,FALSE,40.3359,-83.2493
Hildebrand Road Multifamily,Columbus,OH,23400000,Conceptual,,Multi-Residential,FALSE,FALSE,40.07,-82.9067
Bridge Preservation  -  US 50,Cincinnati,OH,23300000,Conceptual,,Bridges / Tunnels,FALSE,FALSE,39.1016,-84.5516
WFP Phase 2 Improvements,Steubenville,OH,23096000,Bid Results,"Jan 21, 2026",Water / Sewer,FALSE,FALSE,40.3761,-80.6281
Geologic Maintenance / Slide Repair - SR 7,Island Creek Township,OH,23042877,Award,"Dec 15, 2022",Roads / Highways,FALSE,FALSE,40.3871,-80.6348
Morse Road Multi-Unit Residential Development,Columbus,OH,23000000,Design,,Multi-Residential,FALSE,FALSE,40.0581,-82.933
Boys and Girls Club of Greater Cincinnati Expansion,Cincinnati,OH,23000000,Conceptual,,Clubhouse / Community Centers,FALSE,FALSE,39.1066,-84.5799
Roadway Major Rehabilitation  -   IR 71,Columbus,OH,23000000,Conceptual,,Roads / Highways,FALSE,FALSE,40.0155,-82.9932
Lima National Guard Readiness Center,Lima,OH,22974000,Bid Results,"Jul 24, 2025",Military,FALSE,FALSE,40.7884,-84.0971
Big Walnut Trunk South Rehabilitation - City of Columbus,Columbus,OH,22900000,Conceptual,,Water / Sewer,FALSE,FALSE,39.9625,-83.0032
Roadway Minor Rehabilation - Various,Ashland,OH,22886300,Conceptual,,Roads / Highways,FALSE,FALSE,40.8687,-82.3182
Bike Facility - CUY Superior Ave Cycle Track,Cleveland,OH,22832310,Conceptual,,"Roads / Highways, Sidewalks / Parking Lot",FALSE,FALSE,41.5166,-81.6552
Pedestrian Facilities - CUY Lorain Ave Complete Streets,Cleveland,OH,22800000,Conceptual,,Sidewalks / Parking Lot,FALSE,FALSE,41.4651,-81.759
Roadway Minor Rehabilitation MUS US 22/SR 719,S Zanesville,OH,22764367,Conceptual,,Roads / Highways,FALSE,FALSE,39.91,-82.0165
Roadway Minor Rehabilitation,Ashley,OH,22648900,Conceptual,,Roads / Highways,FALSE,FALSE,40.4173,-82.9071
Rest Areas - Phase 5 - Ohio Department of Transportation,Columbus,OH,22500000,Under Construction,"Mar 12, 2025",Municipal,FALSE,FALSE,39.9612,-82.9988
Interchange Improvement (Safety) - I 675,Beavercreek,OH,22309350,Conceptual,,Roads / Highways,FALSE,FALSE,39.7744,-84.0577
Primo Steakhouse Redevelopment,Cincinnati,OH,22000000,Pre-Construction/Negotiated,,"Multi-Residential, Parking Garage",FALSE,FALSE,39.1058,-84.5105
Hamilton Place Apartments,Columbus,OH,22000000,Under Construction,,Multi-Residential,FALSE,FALSE,40.0671,-82.8629
RFQ D/B - Multi-Phase Residence Hall Renovations,Oxford,OH,22000000,Under Construction,"Oct 1, 2024",Educational,FALSE,FALSE,39.5093,-84.7345
Lunken Field Redevelopment,Cincinnati,OH,22000000,Design,,"Restaurant, Hotel / Motel",TRUE,FALSE,39.1037,-84.4294
Bridge Preservation - Various,Delaware,OH,22000000,Conceptual,,Bridges / Tunnels,FALSE,FALSE,40.3033,-83.0361
Major Reconstruction - IR 76/IR 80,North Jackson,OH,21978400,GC Bidding,"Mar 12, 2026",Roads / Highways,FALSE,FALSE,41.1082,-80.8554
Roadway Minor Rehab - ATH-50-1.77,Athens,OH,21900000,Conceptual,,Roads / Highways,FALSE,FALSE,39.303,-82.1278
East of Africa Roadway and Sanitary Improvements project,Westerville,OH,21858190,Award,"Jan 23, 2025","Roads / Highways, Sidewalks / Parking Lot, Water / Sewer",FALSE,FALSE,40.1267,-82.9319
RFP Engineering - Roadway and Infrastructure Rehabilitation,Lakewood,OH,21844000,Conceptual,,Roads / Highways,FALSE,FALSE,41.481,-81.7896
Cowan Lake Dam Improvements,Wilmington,OH,21772000,Conceptual,,Water / Sewer,FALSE,FALSE,39.3896,-83.894
Bridge Preservation - I 70,Lore City,OH,21750000,Conceptual,,Bridges / Tunnels,FALSE,FALSE,40.0215,-81.4741
The Landing,Sandusky,OH,21730328,Bid Results,"Feb 7, 2025",Roads / Highways,FALSE,FALSE,41.4562,-82.7117
1548 Pearl & Jennings Road Storage Tanks and Pump Station Upgrades,Cleveland,OH,21711913,Award,"Sep 28, 2021",Water / Sewer,FALSE,FALSE,41.4458,-81.6869
CUY-Rockside Road C.R.53 Rehabilitation,Cleveland,OH,21700000,Award,"Apr 30, 2025","Roads / Highways, Bridges / Tunnels",FALSE,FALSE,41.3941,-81.607
Riverside Townhome Development / Columbus,Columbus,OH,21500000,Under Construction,,"Multi-Residential, Office, Retail",FALSE,FALSE,40.0305,-83.0898
Roadway Major Rehabilitation - IR 75,Bowling Green,OH,21500000,Conceptual,,Roads / Highways,FALSE,FALSE,41.3994,-83.6161
D04 PV FY2032 (West) Roadway Resurfacing - 125523 - State of Ohio,Harrisburg,OH,21500000,Conceptual,,Roads / Highways,FALSE,FALSE,40.8685,-81.2519
25 Public Square Conversion,Willoughby Hills,OH,21400000,Under Construction,,"Multi-Residential, Educational",FALSE,FALSE,41.6398,-81.4065
Roadway Minor Rehab - US-50,Athens,OH,21200000,Conceptual,,Roads / Highways,FALSE,FALSE,39.308,-81.9711
Courtyards on Concord  / Dublin,Dublin,OH,21100000,Under Construction,,"Residential Subdivision, Sidewalks / Parking Lot, Playgrounds / Parks / Athletic Fields, Swimming Pools, Clubhouse / Community Centers",FALSE,FALSE,40.1567,-83.1574
"RFQ CM at Risk -  Pleasant Local Schools, New K-4 addition",Marion,OH,21089663,Post-Bid,"Apr 4, 2025",Educational,FALSE,FALSE,40.5199,-83.1387
Bridge Preservation - Carter Rd,Cleveland,OH,21052632,Conceptual,,Bridges / Tunnels,FALSE,FALSE,41.4913,-81.6978
RFQ Construction Manager at Risk - Heights on Main New Construction Project,Reynoldsburg,OH,21000000,Final Planning,"Feb 20, 2025",Residential Subdivision,FALSE,FALSE,39.9548,-82.8121
Water and Light Redevelopment / Marysville,Marysville,OH,21000000,Design,,Multi-Residential,FALSE,FALSE,40.2364,-83.367
Roadway Major Rehab FRA US 23,Delaware,OH,21000000,Conceptual,,Roads / Highways,FALSE,FALSE,40.2675,-83.0704
Roadway Major Rehab DEL SR 3 1.65,Sunbury,OH,21000000,Conceptual,,Roads / Highways,FALSE,FALSE,40.2341,-82.8776
Sawmill Creek Wastewater Treatment Plant Expansion,Huron,OH,20933000,Bid Results,"Oct 2, 2024",Water / Sewer,FALSE,FALSE,41.3884,-82.5496
"North Fork Indian Run Sanitary Sewer System Improvements - Brand Road Relief Sewer & Sanitary Sewer Extensions - Areas 6A, 6B, 6C and 21 - City of Dublin",Dublin,OH,20900000,Conceptual,,Water / Sewer,FALSE,FALSE,40.1025,-83.1406
Bridge Repair - US 33,Marysville,OH,20835163,Award,"Mar 27, 2025","Roads / Highways, Water / Sewer, Bridges / Tunnels",FALSE,FALSE,40.2306,-83.3369
Atlas Building Redevelopment,Cincinnati,OH,20800000,Pre-Construction/Negotiated,,"Multi-Residential, Retail",FALSE,FALSE,39.1023,-84.5113
Kerns Hall Rehabilitation,Cleveland,OH,20684475,Design,,"Multi-Residential, Restaurant, Retail, Clubhouse / Community Centers",FALSE,FALSE,41.4518,-81.7019
Roadway Minor Rehabilitation - SR 126,Cincinnati,OH,20622330,Conceptual,,Roads / Highways,FALSE,FALSE,39.2111,-84.4539
Walnut Ridge Residential Development / Beavercreek TWP,Beavercreek Township,OH,20519000,Under Construction,,Residential Subdivision,FALSE,FALSE,39.7257,-84.0379
OhioHealth Riverside Methodist Hospital Renovation,Columbus,OH,20500000,Award,,Medical,FALSE,FALSE,40.0313,-83.0323
City Facility Renovation and Repairs - City of Cincinnati,Cincinnati,OH,20429000,Conceptual,,Municipal,FALSE,FALSE,39.1263,-84.5442
Heritage Station,Dayton,OH,20347808,Pre-Construction/Negotiated,,Residential Subdivision,FALSE,FALSE,39.5959,-84.1628
Newton Family Apartments,Canton,OH,20326645,Under Construction,,Multi-Residential,FALSE,FALSE,40.8009,-81.3839
RFP Engineering - BOSC Pump Station and Forcemain Project,Monroe Township,OH,20250000,Conceptual,,Water / Sewer,FALSE,FALSE,40.7871,-84.2037
Renaissance Park at Geauga Lake - Phase 2 East,Aurora,OH,20000000,Under Construction,,Residential Subdivision,FALSE,FALSE,41.3406,-81.3679
Lincoln-West High School - Cleveland Municipal School District,Cleveland,OH,20000000,Design,,Educational,FALSE,FALSE,41.4993,-81.6944
"Reconfigure Perimeter Road | Columbus, OH Minor | Construction",Columbus,OH,20000000,Final Planning,"Jul 17, 2025","Medical, Military, Roads / Highways, Sidewalks / Parking Lot, Water / Sewer",FALSE,FALSE,39.9819,-82.9109
The Alexandra,Cincinnati,OH,20000000,Under Construction,,Multi-Residential,FALSE,FALSE,39.1271,-84.489
Renaissance Park at Geauga Lake - Phase 3 East,Aurora,OH,20000000,Under Construction,,Residential Subdivision,FALSE,FALSE,41.3406,-81.3679
Amoda / Beavercreek,Dayton,OH,20000000,Conceptual,,Residential Subdivision,FALSE,FALSE,39.7675,-84.047
Plant 25 Fishcreek RBC - Construction - County of Summit,Akron,OH,20000000,Conceptual,,Water / Sewer,FALSE,FALSE,41.0814,-81.519
Construction of Residential Flats,Dayton,OH,20000000,Under Construction,,"Multi-Residential, Residential Subdivision",FALSE,FALSE,39.7589,-84.1916
Canterbury Crossing / Hudson,Hudson,OH,20000000,Pre-Construction/Negotiated,,Residential Subdivision,FALSE,FALSE,41.2256,-81.4112
Oaks at Berlin,Delaware,OH,20000000,Conceptual,,Residential Subdivision,FALSE,FALSE,40.2987,-83.068
EastGate Mall  Mixed Use Redevelopment,Cincinnati,OH,20000000,Design,,Retail,FALSE,FALSE,39.1035,-84.274
Tollhouse Farms Residential Subdivision,Lebanon,OH,20000000,Under Construction,,Residential Subdivision,FALSE,FALSE,39.4452,-84.2247
The Reserves at Cliff Oaks,Troy,OH,20000000,Under Construction,,"Residential Subdivision, Roads / Highways, Water / Sewer, Playgrounds / Parks / Athletic Fields",FALSE,FALSE,40.0243,-84.2488
King Records Building Museum Conversion,Cincinnati,OH,20000000,Conceptual,,"Museum, Office, Restaurant, Conference / Convention Centers",FALSE,FALSE,39.1448,-84.4754
Wildlife Fence Replacement Design and Construction Management/Administration Services,Cleveland,OH,20000000,Award,,Transportation Terminals,FALSE,FALSE,41.4996,-81.6956
Winton Terrace - Phase 1,Cincinnati,OH,20000000,Post-Bid,"Oct 14, 2024",Multi-Residential,FALSE,FALSE,39.1797,-84.5102
Benjamin II Apartments,Columbus,OH,20000000,Conceptual,,"Multi-Residential, Parking Garage, Sidewalks / Parking Lot, Industrial",FALSE,FALSE,39.957,-83.0138
Samsel Buildings Renovation and Residential Conversion,Cleveland,OH,20000000,Design,,"Multi-Residential, Retail, Hotel / Motel",TRUE,FALSE,41.499,-81.7035
The Crossing at French Creek Phase 2,North Ridgeville,OH,20000000,Pre-Construction/Negotiated,,Residential Subdivision,FALSE,FALSE,41.4066,-82.0183
"RFP D/B - Stokes U.S. Courthouse Fire Alarm Upgrade (Cleveland, OH)",Cleveland,OH,20000000,Design,"Apr 23, 2025",Municipal,FALSE,FALSE,41.497,-81.6979
Whispering Hill,Fairfield,OH,20000000,Pre-Construction/Negotiated,,Residential Subdivision,FALSE,FALSE,39.3105,-84.5229
2025 Capital Road Program - City of Lakewood,Lakewood,OH,20000000,Under Construction,,Roads / Highways,FALSE,FALSE,41.482,-81.7982
Buckeye Valley Middle School Expansion - Buckeye Valley Local Schools,Delaware,OH,20000000,Design,,Educational,FALSE,FALSE,40.3474,-83.09
Purchase and Development of City and CIC Stratavon-Orion Properties,North Canton,OH,20000000,Conceptual,,"Multi-Residential, Municipal",FALSE,FALSE,40.8759,-81.4023
Kansai Paint Manufacturing Plant / Johnstown,Johnstown,OH,20000000,Conceptual,,Industrial,FALSE,FALSE,40.1532,-82.6744
I-675 Residential Subdivision / Beavercreek,Beavercreek,OH,20000000,Pre-Construction/Negotiated,,Residential Subdivision,FALSE,FALSE,39.7295,-84.0903
Demorest Road Apartments,Grove City,OH,20000000,Pre-Construction/Negotiated,,Multi-Residential,FALSE,FALSE,39.9033,-83.107
Villas at Bakers Ridge,Strongsville,OH,20000000,Pre-Construction/Negotiated,,Multi-Residential,FALSE,FALSE,41.3143,-81.8311
Preserve at Riegelsberger,Avon,OH,20000000,Pre-Construction/Negotiated,,Residential Subdivision,FALSE,FALSE,41.4351,-82.0187
Bridge Preservation,Troy,OH,20000000,Conceptual,,Bridges / Tunnels,FALSE,FALSE,40.0815,-84.1857
Redwood Vandalia Phase III,Dayton,OH,20000000,Design,,Multi-Residential,FALSE,FALSE,39.8506,-84.1832
RFP  Design - Architectural and Engineering Design Services for the Replacement of The Greater Columbus Convention Centers North Facility Roof,Columbus,OH,20000000,Pre-Construction/Negotiated,"Oct 13, 2025",Conference / Convention Centers,FALSE,FALSE,39.9702,-83.0008
RFQ Engineering - New Water Reclamation Facility for Village of Millersport,Millersport,OH,20000000,Conceptual,,Water / Sewer,FALSE,FALSE,39.8989,-82.5262
RFQ D/B - Reynolds Areas Pump Station Renovations,Toledo,OH,20000000,Conceptual,,Water / Sewer,FALSE,FALSE,41.7068,-83.4894
Dayton Lebanon Pike Subdivision,Dayton,OH,20000000,Conceptual,,Residential Subdivision,FALSE,FALSE,39.596,-84.1624
Rural Ohio Workforce Housing,Mantua,OH,20000000,Pre-Construction/Negotiated,,Multi-Residential,FALSE,FALSE,41.2618,-81.1637
Kettering Rec Ice Rink Expansion - Regional Hockey Organization,Kettering,OH,20000000,Conceptual,,Arenas / Stadiums,FALSE,FALSE,39.6895,-84.1688
Advanced Traffic Management System,Berea,OH,20000000,Post-Bid,"Jan 26, 2026",Communication,FALSE,FALSE,41.3702,-81.8559
Mount Vernon Plaza Redevelopment,Columbus,OH,20000000,Design,,"Multi-Residential, Retail, Sidewalks / Parking Lot, Playgrounds / Parks / Athletic Fields",FALSE,FALSE,39.9724,-82.9745
Meijer Cypress Avenue / North Ridgeville,North Ridgeville,OH,20000000,Conceptual,,Retail,FALSE,FALSE,41.3907,-81.9762
Tylers Creek Townhomes Renovation,Hamilton,OH,20000000,Conceptual,,Multi-Residential,FALSE,FALSE,39.3678,-84.5061
Roadway Minor Rehabilitation - D09-Overlay-FY30,Chillicothe,OH,19953977,Conceptual,,Roads / Highways,FALSE,FALSE,39.3331,-82.9824
Pavement Maintenance - US 52,Cincinnati,OH,19864730,Conceptual,,Roads / Highways,FALSE,FALSE,39.1576,-84.5666
Roadway Minor Rehabilitation - D09-Overlay-FY28,Chillicothe,OH,19860520,Conceptual,,Roads / Highways,FALSE,FALSE,39.3331,-82.9824
Paycor Stadium General Admissions Restroom Renovation,Cincinnati,OH,19837203,GC Bidding,"Feb 27, 2026",Arenas / Stadiums,FALSE,FALSE,39.0952,-84.5163
City of Norwalk Wastewater Treatment Plant Improvements Project,Norwalk,OH,19766000,Bid Results,"May 5, 2025",Water / Sewer,FALSE,FALSE,41.2629,-82.6134
Granville Woods Lofts Phase II,Columbus,OH,19690825,Under Construction,,Multi-Residential,FALSE,FALSE,39.9494,-82.9487
Park Infrastructure Rehabilitation - City of Cincinnati,Cincinnati,OH,19669500,Conceptual,,Playgrounds / Parks / Athletic Fields,FALSE,FALSE,39.1031,-84.512
Hamilton County - Paycor Stadium Jungle Vision Upgrades - Video Production,Cincinnati,OH,19585137,Award,"Nov 10, 2025",Arenas / Stadiums,FALSE,FALSE,39.0961,-84.515
Roadway Minor Rehabilitation - Multiple Locations,Chillicothe,OH,19564594,Conceptual,,Roads / Highways,FALSE,FALSE,39.3331,-82.9824
RFQ D/B - The Landing,Sandusky,OH,19500000,Award,"May 28, 2025",Roads / Highways,FALSE,FALSE,41.4562,-82.7117
New Central Maintenance Facility,Elyria,OH,19426900,Award,"Dec 4, 2025","Warehouse / Distribution, Fire / Police",FALSE,FALSE,41.3593,-82.1237
Brown Renovation - Ohio University,Athens,OH,19400000,Conceptual,,Educational,FALSE,FALSE,39.3249,-82.0948
Back South Demolition - Remaining - Ohio University,Athens,OH,19400000,Conceptual,,Educational,FALSE,FALSE,39.3292,-82.1013
Major Reconstruction - SR 159,Springfield Township,OH,19286684,Award,"Feb 13, 2025","Roads / Highways, Sidewalks / Parking Lot",FALSE,FALSE,39.2952,-82.9717
Sr. Rose Residence Expansion,Centerville,OH,19200000,Conceptual,,Residential Subdivision,FALSE,FALSE,39.6247,-84.1365
Safelite Headquarters Expansion,Columbus,OH,19200000,Final Planning,,"Office, Bridges / Tunnels",FALSE,FALSE,40.1084,-83.081
Intersection Improvement (Safety),Columbus,OH,19100000,Conceptual,,Roads / Highways,FALSE,FALSE,40.0155,-82.9932
Courtright Road Residential Development,Columbus,OH,19000000,Conceptual,,"Multi-Residential, Residential Subdivision",FALSE,FALSE,39.9136,-82.8977
HCWP Sludge Line Replacement - Part 2- City of Columbus,Columbus,OH,19000000,Conceptual,,Water / Sewer,FALSE,FALSE,39.9612,-82.9988
The 24th Close to Home Center - Nationwide Children's Hospital,Grove City,OH,19000000,Design,,"Medical, Laboratories",FALSE,FALSE,39.8822,-83.0935
Wintergreen Ledges Apartments,Akron,OH,19000000,Under Construction,,Multi-Residential,FALSE,FALSE,41.0598,-81.5855
Roadway Improvement (Safety) - IR-90 W,Cleveland,OH,19000000,Conceptual,,Roads / Highways,FALSE,FALSE,41.5176,-81.6753
Alum Creek Trunk (South) - Phase 3 - City of Columbus,Columbus,OH,18950000,Conceptual,,Water / Sewer,FALSE,FALSE,39.9612,-82.9988
North Airfield Improvements Project Phase 3 Alpha/Romeo at Cleveland Hopkins International Airport,Cleveland,OH,18788211,Award,"Mar 27, 2019",Transportation Terminals,FALSE,FALSE,41.3983,-81.8505
City of Willoughby - New Police Station,Willoughby Hills,OH,18700000,Post-Bid,"Jan 10, 2025",Fire / Police,FALSE,FALSE,41.6329,-81.413
The Flats on Wolf Creek / Trotwood,Trotwood,OH,18694147,Under Construction,,Multi-Residential,FALSE,FALSE,39.7973,-84.3113
East Side Trunk Sewer & Spring Valley Pump Station & Force Main,London,OH,18500000,GC Bidding,"Mar 5, 2026",Water / Sewer,FALSE,FALSE,39.8911,-83.4053
Lateral Lining - West Franklinton Blueprint Area - City of Columbus,Columbus,OH,18481938,Conceptual,,Water / Sewer,FALSE,FALSE,39.967,-83.007
Hudson Public Works Facility,Hudson,OH,18430845,Award,"Dec 11, 2025","Municipal, Warehouse / Distribution",FALSE,FALSE,41.2465,-81.4393
Bridge Preservation - SR 611,Sheffield Lk,OH,18202633,Conceptual,,Bridges / Tunnels,FALSE,FALSE,41.4622,-82.1255
Crawford Renovation - Ohio University,Athens,OH,18200000,Conceptual,,Educational,FALSE,FALSE,39.3238,-82.0951
Roadway Minor Rehabilitation -  Various,Nankin,OH,18196000,Conceptual,,Roads / Highways,FALSE,FALSE,40.9436,-82.3018
Major Reconstruction - SR 545,Savannah,OH,18186712,Final Planning,"Dec 4, 2025","Roads / Highways, Bridges / Tunnels",FALSE,FALSE,40.9644,-82.366
Interchange Expansion - US 23 and SR 294,Pitt Township,OH,18140324,Conceptual,,Roads / Highways,FALSE,FALSE,40.7381,-83.2092
Railroad Grade Separation - Race Rd,Elyria,OH,18110340,Conceptual,,Transportation Terminals,FALSE,FALSE,41.4117,-82.1278
Henrietta Homes / Cleveland,Cleveland,OH,18100000,Pre-Construction/Negotiated,,Residential Subdivision,FALSE,FALSE,41.4993,-81.6944
Pavement Maintenance - Various,Cardington,OH,18041188,Conceptual,,Roads / Highways,FALSE,FALSE,40.493,-82.821
New Construction of the Beachwood Branch Library Facility - Cuyahoga County Public Library,Parma,OH,18000000,Design,"Apr 19, 2024",Library,FALSE,FALSE,41.4048,-81.7229
EI Ceramics New Facility / Middletown,Middletown,OH,18000000,Under Construction,,Manufacturing,FALSE,FALSE,39.505,-84.4043
Redevelopment of City Owned Property,Berea,OH,18000000,Conceptual,"Feb 3, 2025",Municipal,FALSE,FALSE,41.3885,-81.8534
UToledo Athletics Champions Complex,Toledo,OH,18000000,Design,,Educational,FALSE,FALSE,41.66,-83.6177
LMH / Cherry Street Mission Point,Toledo,OH,18000000,Design,,Multi-Residential,FALSE,FALSE,41.6525,-83.547
RFQ D/B- Construction And Commissioning Of A New Public Works Service Facility,Monroe,OH,18000000,Post-Bid,"Aug 1, 2025",Municipal,FALSE,FALSE,39.4424,-84.4116
Lake Avenue / Apartments,Cleveland,OH,18000000,Pre-Construction/Negotiated,,Multi-Residential,FALSE,FALSE,41.4848,-81.7424
Bridge Preservation - Lorain Rd,North Olmsted,OH,18000000,Conceptual,,Bridges / Tunnels,FALSE,FALSE,41.4264,-81.8952
Firestone Headquarters Building Demolition,Akron,OH,17800000,Bid Results,"May 16, 2025",Museum,FALSE,FALSE,41.0519,-81.5293
Roadway Minor Rehabilitation -  US 27 & SR 129,Millville,OH,17768010,Conceptual,,Roads / Highways,FALSE,FALSE,39.3876,-84.6554
Lee Road - Cleveland - Cuyahoga County,Shaker Heights,OH,17701347,Conceptual,,Roads / Highways,FALSE,FALSE,41.4642,-81.565
Westerly Sludge Handling Improvements,Cleveland,OH,17697400,Bid Results,"Feb 11, 2025",Water / Sewer,FALSE,FALSE,41.4917,-81.7269
Green Infrastructure - North Linden 2 Blueprint Area - City of Columbus,Columbus,OH,17412895,Conceptual,,Water / Sewer,FALSE,FALSE,39.9612,-82.9988
Artem on Gay / Columbus,Columbus,OH,17344000,Under Construction,,"Multi-Residential, Sidewalks / Parking Lot",FALSE,FALSE,39.9646,-82.9916
