Title,City,State,Value,Status,BidDate,Uses,HasHotel,HasElderly,Lat,Lng
"Construction/Replacement of HVAC at Wright-Patterson Air Force Base, OH",Wpafb,OH,10000000,Post-Bid,"Sep 2, 2025",Military,FALSE,FALSE,39.8137,-84.0537
Case Western Reserve University School of Nursing Renovation,Sharonville,OH,20500000,Under Construction,,Educational,FALSE,FALSE,39.2728,-84.4116
Hocking Hills Complex,Logan,OH,54800000,Conceptual,,"Multi-Residential, Office, Amusement and Recreation, Restaurant, Retail, Sidewalks / Parking Lot, Water / Sewer",FALSE,FALSE,39.538,-82.4427
Bolthouse Academic Center,Cedarville,OH,36000000,Under Construction,,"Office, Educational, Laboratories",FALSE,FALSE,39.747,-83.8099
The Commodore,Dayton,OH,7400000,Under Construction,,"Multi-Residential, Retail, Hotel / Motel",TRUE,FALSE,39.769,-84.2066
Cedarville University - Bolthouse Academic Center,Cedarville,OH,35000000,Under Construction,,Educational,FALSE,FALSE,39.7443,-83.808
La Bamba Production facility,Cleveland,OH,6417000,Post-Bid,"May 9, 2025","Multi-Residential, Manufacturing, Retail",FALSE,FALSE,41.4659,-81.7295
Micro Center - Olentangy Plaza / Columbus,Columbus,OH,5000000,Post-Bid,"Feb 19, 2026",Retail,FALSE,FALSE,40.0606,-83.0403
Winchester Commons,Galion,OH,17254748,Design,,Multi-Residential,FALSE,FALSE,40.7207,-82.7849
Seton Square Portsmouth II,West Portsmouth,OH,18354034,Pre-Construction/Negotiated,,Multi-Residential,FALSE,FALSE,38.7622,-83.021
3rd Street Senior Housing / Cincinnati,Cincinnati,OH,20746380,Design,,"Multi-Residential, Retail, Fitness / Rec Centers, Clubhouse / Community Centers",FALSE,FALSE,39.0985,-84.5146
Northside Gateway,Cincinnati,OH,25361291,Pre-Construction/Negotiated,,"Multi-Residential, Retail",FALSE,FALSE,39.1578,-84.5388
Nehemiah Manufacturing Expansion,Cincinnati,OH,6000000,Conceptual,,Manufacturing,FALSE,FALSE,39.1051,-84.5459
Multi-unit Residential Development,Columbus,OH,5500000,Pre-Construction/Negotiated,,Multi-Residential,FALSE,FALSE,39.91,-82.9665
The Shoppes at Wedgewood,Powell,OH,20000000,Under Construction,,"Restaurant, Retail, Sidewalks / Parking Lot",FALSE,FALSE,40.1702,-83.0901
Columbus State CC Automotive Technologies Academic Center,Columbus,OH,19300000,Pre-Construction/Negotiated,"Jun 18, 2024","Educational, Laboratories",FALSE,FALSE,39.9674,-82.9906
New Washington Branch Project,Toledo,OH,16999999,Under Construction,"Jul 15, 2024",Library,FALSE,FALSE,41.7197,-83.6185
Rumpke Waste & Recycling Facility / Union Township,Miami Township,OH,12000000,Under Construction,,Industrial,FALSE,FALSE,39.1559,-84.272
Shoppes at Wedgewood,Powell,OH,11000000,Under Construction,,"Retail, Sidewalks / Parking Lot",FALSE,FALSE,40.1429,-83.0894
The Sandusky Recreation Center,Sandusky,OH,10383206,Pre-Construction/Negotiated,"Nov 13, 2025","Sidewalks / Parking Lot, Water / Sewer, Fitness / Rec Centers",FALSE,FALSE,41.4562,-82.7117
AutoZone #1926 Mega Remodel / Cincinnati,Cincinnati,OH,6446000,Post-Bid,"Feb 19, 2026",Retail,FALSE,FALSE,39.1024,-84.2739
Oregon Street Apartments,Cincinnati,OH,12524000,Design,,"Multi-Residential, Parking Garage, Sidewalks / Parking Lot",FALSE,FALSE,39.1059,-84.5004
Village at Secor,Toledo,OH,10000000,Design,,"Restaurant, Retail",FALSE,FALSE,41.6804,-83.624
Imaging Research Center,Cleveland Hts,OH,11125000,Pre-Construction/Negotiated,,Medical,FALSE,FALSE,41.4991,-81.6149
Belmar Trail Multi-Residential / Lebanon,Lebanon,OH,11900000,Under Construction,,Multi-Residential,FALSE,FALSE,39.4341,-84.1936
Whole Foods Fresh Market / West Chester,West Chester,OH,7000000,Post-Bid,"Jan 12, 2026",Retail,FALSE,FALSE,39.3669,-84.3544
Columbus College of Art and Design New Academic Building,Columbus,OH,15000000,Design,,Educational,FALSE,FALSE,39.9612,-82.9988
Western Reserve Building Renovations,Cleveland,OH,13000000,Pre-Construction/Negotiated,,Office,FALSE,FALSE,41.4972,-81.6992
Whole Foods Market at the Village North Development,Four Bridges,OH,10000000,Conceptual,,Retail,FALSE,FALSE,39.3675,-84.3493
County Owned facility,Lancaster,OH,10000000,Under Construction,,Municipal,FALSE,FALSE,39.7137,-82.5993
Warrensville Center Mixed-Use,University Heights,OH,13600000,Design,,"Multi-Residential, Retail, Sidewalks / Parking Lot",FALSE,FALSE,41.4935,-81.5363
White Chapel Apartments,Columbus,OH,11000000,Design,,Multi-Residential,FALSE,FALSE,39.9569,-83.0175
Central Station Renovation / Cincinnati,Cincinnati,OH,15048000,Post-Bid,"Nov 21, 2025",Office,FALSE,FALSE,39.1542,-84.6037
Wirt Road Realignment & Municipal Parking Lot Reconstruction,Groveport,OH,5275043,Award,"Sep 26, 2025","Roads / Highways, Sidewalks / Parking Lot, Water / Sewer",FALSE,FALSE,39.8511,-82.8823
New Truck Storage & Office Facility for Highland County Engineer,Hillsboro,OH,5029738,Award,"Sep 17, 2025","Municipal, Warehouse / Distribution",FALSE,FALSE,39.2009,-83.5983
Galaxy at Polaris Phase 2,Columbus,OH,116000000,Conceptual,,"Multi-Residential, Retail",FALSE,FALSE,40.1484,-82.962
Community Recreation and Wellness Center - City of Euclid,Euclid,OH,12785000,Under Construction,,Fitness / Rec Centers,FALSE,FALSE,41.6011,-81.5193
Honda of Bedford / Bedford Heights,Bedford Heights,OH,7881000,Post-Bid,"Feb 24, 2026",Retail,FALSE,FALSE,41.4086,-81.5177
Workforce Innovation Hub (WIH) Phase 1 - Dayton,Dayton,OH,22000000,Design,,"Office, Conference / Convention Centers",FALSE,FALSE,39.7589,-84.1916
Marion PSH (Permanent Supportive Housing),Marion,OH,15800800,Award,"Sep 16, 2025",Multi-Residential,FALSE,FALSE,40.5683,-83.1172
Toledo Building Redevelopment / Superior St,Toledo,OH,10300000,Pre-Construction/Negotiated,,"Multi-Residential, Office, Restaurant, Retail",FALSE,FALSE,41.6524,-83.5358
O'Reilly Auto Parts (FD1) #6882 / Fairfield,Fairfield,OH,7615000,Under Construction,"Aug 22, 2024",Retail,FALSE,FALSE,39.3467,-84.5428
Amazon - LCK054 / Dublin,Dublin,OH,10000000,Under Construction,,Data Centers,FALSE,FALSE,40.1018,-83.1993
Safety Facilities Construction and Renovation,Bowling Green,OH,28987700,Design,,Fire / Police,FALSE,FALSE,41.3748,-83.6517
Sheriffs Dispatch and Coroner's Office/Morgue Complex - Butler County,Hamilton,OH,34900000,Under Construction,,Municipal,FALSE,FALSE,39.3913,-84.515
OH History Center Renovation,Columbus,OH,19344373,Under Construction,,Museum,FALSE,FALSE,40.0077,-82.9874
The Mingo Residential Conversion - Phase 1,Cincinnati,OH,67000000,Pre-Construction/Negotiated,,"Multi-Residential, Sidewalks / Parking Lot, Swimming Pools",FALSE,FALSE,39.1342,-84.4765
Manufacturing Facility Expansion Development,Mason,OH,6200000,Pre-Construction/Negotiated,,Manufacturing,FALSE,FALSE,39.3281,-84.2906
Health & Public Safety Renovations and Expansion Project,Chillicothe,OH,25000000,Pre-Construction/Negotiated,,Educational,FALSE,FALSE,39.4397,-82.9611
Chester 82,Cleveland,OH,31700000,Under Construction,,Multi-Residential,FALSE,FALSE,41.5063,-81.6313
Dover Village Townhomes,Westlake,OH,8000000,Design,,Multi-Residential,FALSE,FALSE,41.4216,-81.9638
Addition & Renovations for Delaware Fire Station  #305 Rebid,Delaware,OH,14758305,Award,"Sep 30, 2025",Fire / Police,FALSE,FALSE,40.295,-83.0402
Fieldhouse and Related Improvements Project - West Liberty-Salem Local Schools,West Liberty,OH,5500000,Under Construction,"Nov 18, 2024",Educational,FALSE,FALSE,40.2612,-83.7544
The Hope Center / Joe Nuxhall Miracle League Fields Campus,Fairfield,OH,10000000,Design,,Fitness / Rec Centers,FALSE,FALSE,39.3422,-84.5841
Beachwood High School Fitness and Engineering Facilities Project,Beachwood,OH,7108800,Design,,Educational,FALSE,FALSE,41.4833,-81.5012
Fort Loramie Local Schools Athletic Complex Building & Associated Improvements,Fort Loramie,OH,7030843,Bid Results,"Jan 22, 2026",Educational,FALSE,FALSE,40.3475,-84.3661
Westin Cincinnati Renovation,Cincinnati,OH,50000000,Conceptual,,Hotel / Motel,TRUE,FALSE,39.1009,-84.512
APA Solar New Headquarters And Manufacturing Facility,Bryan,OH,19500000,Conceptual,,"Office, Solar Power Generation, Manufacturing, Industrial",FALSE,FALSE,41.4748,-84.5525
A New Administration Building for Allen County,Lima,OH,15028000,Award,"Oct 10, 2024","Office, Sidewalks / Parking Lot",FALSE,FALSE,40.7425,-84.1055
RFP CMAR - Renovation and Expansion of Studio Building Battelle Hall,Columbus,OH,15000000,Post-Bid,"Mar 18, 2025",Educational,FALSE,FALSE,39.9659,-82.9879
Pins Mechanical Co / District at Deerfield,Deerfield Township,OH,9000000,Under Construction,,"Amusement and Recreation, Restaurant, Sidewalks / Parking Lot",FALSE,FALSE,39.3108,-84.2963
Ryan Fireprotection Building Expansion,Fairfield,OH,9000000,Under Construction,,"Office, Warehouse / Distribution",FALSE,FALSE,39.3435,-84.4851
New Main Library,Canton,OH,7200000,Pre-Construction/Negotiated,,Library,FALSE,FALSE,40.8031,-81.3738
NOCAC Office & Child Development Center Renovations / Defiance,Defiance,OH,6154000,Award,"Jan 30, 2025","Playgrounds / Parks / Athletic Fields, Day Care Centers",FALSE,FALSE,41.2806,-84.3245
The Crossroads Center,Cincinnati,OH,10000000,Award,"Sep 12, 2024",Medical,FALSE,FALSE,39.1206,-84.5002
RFQ Design - B-Wing AHU Replacement,Cincinnati,OH,8000000,Conceptual,,Educational,FALSE,FALSE,39.1495,-84.5361
Kent City Hall - Rebid,Kent,OH,8797000,Award,"Oct 15, 2021",Municipal,FALSE,FALSE,41.1509,-81.3578
BOLT Innovation Center,Dayton,OH,82000000,Design,,"Conference / Convention Centers, Theaters / Auditoriums",FALSE,FALSE,39.7589,-84.1916
The Woodlands of Findlay Assisted Living Addition,Findlay,OH,5700000,Under Construction,,Elderly Care / Assisted Living,FALSE,TRUE,41.0465,-83.6044
Athens Co. Children Services Facility Addition & Renovation,Athens,OH,5483000,Post-Bid,"Feb 3, 2025",Municipal,FALSE,FALSE,39.3292,-82.1013
Empire Apartments / Columbus,Columbus,OH,5000000,Design,,Multi-Residential,FALSE,FALSE,39.9657,-83.0018
Headquarters Development,Cincinnati,OH,16000000,Pre-Construction/Negotiated,,Municipal,FALSE,FALSE,39.107,-84.5633
Coshocton Port Authority Coshocton Collaborative,Coshocton,OH,5097584,Award,"Dec 19, 2023",Municipal,FALSE,FALSE,40.2739,-81.8621
Green Oaks of Grove City,Grove City,OH,10000000,Design,,Multi-Residential,FALSE,FALSE,39.893,-83.119
City Safety Services Complex - City of Cortland,Cortland,OH,10000000,Post-Bid,"Apr 2, 2025",Fire / Police,FALSE,FALSE,41.338,-80.723
Q Laboratories Building,Cincinnati,OH,7600000,Conceptual,,Laboratories,FALSE,FALSE,39.1185,-84.5484
Mach 1 Express Wash / Toledo - Rebid,Toledo,OH,6800000,Post-Bid,"Jun 1, 2022",Service Station / Car Wash,FALSE,FALSE,41.7204,-83.6061
New Branch Building,Pickerington,OH,25000000,Award,"Mar 18, 2025","Solar Power Generation, Sidewalks / Parking Lot, Library",FALSE,FALSE,39.9098,-82.7754
RFQ Design - New Public Safety Center,Boston Heights,OH,12000000,Conceptual,,Fire / Police,FALSE,FALSE,41.2632,-81.5129
Verdynt Bio New Biotech Facility,East Cleveland,OH,12000000,Conceptual,,Laboratories,FALSE,FALSE,41.5172,-81.5954
New County Archives/Records Storage Building - Columbiana County,Lisbon,OH,6800000,Under Construction,,Warehouse / Distribution,FALSE,FALSE,40.7733,-80.7622
Construction of Base Fire Station- Youngstown Air Reserve Station,Vienna,OH,25000000,Conceptual,,Fire / Police,FALSE,FALSE,41.2477,-80.6715
"Base Fire Station - Youngstown ARS, OH",Vienna,OH,16305510,Award,"May 13, 2025",Military,FALSE,FALSE,41.2712,-80.6758
Capital Kia,Columbus,OH,6000000,Pre-Construction/Negotiated,,Retail,FALSE,FALSE,40.0575,-82.9277
Xenia Medical Center,Xenia,OH,26000000,Pre-Construction/Negotiated,,Medical,FALSE,FALSE,39.6822,-83.9678
R&R Headquarters,Dayton,OH,15000000,Design,,"Office, Warehouse / Distribution, Service Station / Car Wash",FALSE,FALSE,39.8419,-84.1859
RFQ Construction Manager At Risk - Associated with the Design and Construction of the Fire & Emergency Medical Services Center (Fire/EMS Center ),North Canton,OH,10000000,Post-Bid,"Mar 8, 2024",Medical,FALSE,FALSE,40.8803,-81.4034
Sears - Unit #100 Expansion - Ohio Valley Mall,Saint Clairsville,OH,5000000,Post-Bid,"Jan 21, 2025","Retail, Water / Sewer",FALSE,FALSE,40.0689,-80.8675
Santa Maria Community Services Office Building,Cincinnati,OH,5000000,Sub-Bidding,"Feb 27, 2026",Office,FALSE,FALSE,39.1119,-84.5625
Universal 1 Credit Union Renovation / Dayton,Dayton,OH,5199115,Under Construction,,Financial,FALSE,FALSE,39.7387,-84.1866
Mahoning County Veterans Service Commission Renovation,Youngstown,OH,5000000,Post-Bid,"Mar 12, 2025",Municipal,FALSE,FALSE,41.1254,-80.6634
RFQ Construction Manager at Risk- Health & Public Safety Renovations and Expansion Project,Chillicothe,OH,25000000,Final Planning,"Nov 17, 2025",Educational,FALSE,FALSE,39.4397,-82.9611
New Construction of the Parma Heights Branch Library Facility - Cuyahoga County Public Library,Cleveland,OH,11500000,Under Construction,"Sep 1, 2023",Library,FALSE,FALSE,41.4211,-81.7253
Bexley Mixed Use on Main Street,Bexley,OH,77000000,Under Construction,,"Multi-Residential, Office, Parking Garage, Restaurant, Retail, Sidewalks / Parking Lot",FALSE,FALSE,39.9575,-82.9406
Police/Public Safety Facility - 408F-001 - City of Lebanon,Lebanon,OH,13000000,Conceptual,,Fire / Police,FALSE,FALSE,39.4353,-84.203
Renovate Operating Rooms,Cleveland Hts,OH,10000000,Final Planning,,"Medical, Military",FALSE,FALSE,41.5138,-81.6138
Courseview Drive Medical Technology Building Renovation,Mason,OH,6100000,Conceptual,,Office,FALSE,FALSE,39.3532,-84.2751
Kyles Station Corner,Liberty Twp,OH,5800000,Under Construction,,"Restaurant, Retail",FALSE,FALSE,39.4186,-84.4597
Transportation & Maintenance Facility - Chardon City Schools,Chardon,OH,5000000,Under Construction,,Educational,FALSE,FALSE,41.5852,-81.2086
Buckeye Water District Administration and Equipment Building,Wellsville,OH,0,Final Planning,"Oct 29, 2025",Municipal,FALSE,FALSE,40.6379,-80.6778
New Fire Station # 3 - City of Mentor,Mentor,OH,13000000,Design,,Fire / Police,FALSE,FALSE,41.6523,-81.3646
Medina Road Mixed Use Development,Akron,OH,6200000,Conceptual,,"Restaurant, Retail, Service Station / Car Wash",FALSE,FALSE,41.1366,-81.6461
Residential Tower,Cleveland Hts,OH,100000000,Pre-Construction/Negotiated,,Multi-Residential,FALSE,FALSE,41.4995,-81.6126
RFQ - Architect and Design Team - Saint Luke's Foundation New Headquarters,Cleveland,OH,17000000,Conceptual,,Office,FALSE,FALSE,41.4882,-81.6097
Crossroad Health Center,Cincinnati,OH,15600000,Design,,"Medical, Sidewalks / Parking Lot",FALSE,FALSE,39.1148,-84.5172
Findlay Market Operations Center,Cincinnati,OH,10000000,Conceptual,,"Municipal, Office",FALSE,FALSE,39.116,-84.5187
YMCA  Early Learning Center Development / Findlay,Findlay,OH,10000000,Under Construction,,Clubhouse / Community Centers,FALSE,FALSE,41.0348,-83.6462
Shenandoah High School Academic Addition Project,Sarahsville,OH,9969450,Bid Results,"May 29, 2025","Sidewalks / Parking Lot, Water / Sewer, Educational",FALSE,FALSE,39.809,-81.4485
The Rocket Community Wellness Center,Fayetteville,OH,10842473,Under Construction,,Educational,FALSE,FALSE,39.1835,-83.9311
Aldi #95 / Amelia,Amelia,OH,5000000,Award,"Jan 30, 2025",Retail,FALSE,FALSE,39.0385,-84.2318
Aldi #102 / Hillsboro,Hillsboro,OH,5000000,Award,"Jan 28, 2025",Retail,FALSE,FALSE,39.2269,-83.6142
Pigeon Creek Mixed Use,Norton,OH,50000000,Pre-Construction/Negotiated,,"Multi-Residential, Retail, Sidewalks / Parking Lot, Playgrounds / Parks / Athletic Fields, Clubhouse / Community Centers",FALSE,FALSE,41.0321,-81.6381
CitiCenter Redevelopment,Akron,OH,28000000,Pre-Construction/Negotiated,,"Multi-Residential, Retail",FALSE,FALSE,41.081,-81.5177
Monterey Drive Development / Dublin,Dublin,OH,20000000,Design,,"Multi-Residential, Office, Retail, Sidewalks / Parking Lot",FALSE,FALSE,40.0992,-83.1188
191 W Bridge Street Mixed-Use,Dublin,OH,15000000,Design,,"Multi-Residential, Office, Retail, Sidewalks / Parking Lot",FALSE,FALSE,40.1025,-83.1406
Belmont College Construction Trades Building,Saint Clairsville,OH,7583800,Bid Results,"Aug 5, 2025",Educational,FALSE,FALSE,40.0803,-80.9018
Belmont College - Construction Trades Building,Saint Clairsville,OH,6674297,Final Planning,"Feb 24, 2025",Educational,FALSE,FALSE,40.0767,-80.9653
Alexis Road New Library / Toledo,Toledo,OH,10600000,Design,,Library,FALSE,FALSE,41.72,-83.6179
Pleasant House,Cincinnati,OH,8900000,Final Planning,,Multi-Residential,FALSE,FALSE,39.1113,-84.518
Capital Improvements Project (the Project),Groveport,OH,14250000,Design,,"Educational, Laboratories",FALSE,FALSE,39.8866,-82.8842
Hambden Fire Department New Fire Station,Chardon,OH,8750000,GC Bidding,"Feb 27, 2026",Fire / Police,FALSE,FALSE,41.6076,-81.1478
A New Pickaway County Fair Multi-Purpose Building,Circleville,OH,6997000,GC Bidding,"Mar 13, 2026","Multi-Residential, Municipal",FALSE,FALSE,39.601,-82.9262
Roosevelt School Apartments,Lima,OH,5900000,Pre-Construction/Negotiated,,Multi-Residential,FALSE,FALSE,40.739,-84.1364
Renovate Facility 20145 at Wright Patterson Air Force Base,Wright Patterson AFB,OH,16042500,Award,"Aug 13, 2025",Military,FALSE,FALSE,39.8137,-84.0537
Downtown Columbus Residential Tower,Columbus,OH,10000000,Pre-Construction/Negotiated,,"Multi-Residential, Office, Parking Garage, Retail",FALSE,FALSE,39.9578,-82.9943
Dialysis Clinic Inc (DCI) - East McMillan Street / Cincinnati,Cincinnati,OH,5000000,Post-Bid,"Jan 10, 2025",Medical,FALSE,FALSE,39.1265,-84.4984
New District Cooling Plant at Wright Patterson AFB,Wright Patterson AFB,OH,0,Final Planning,,Military,FALSE,FALSE,39.8137,-84.0537
Industrial Park Project  / Piqua Industrial Park,Piqua,OH,5000000,Conceptual,,Industrial,FALSE,FALSE,40.1404,-84.2207
3560 Washington Townhome Project / Cincinnati,Cincinnati,OH,5010000,GC Bidding,"Feb 25, 2026",Multi-Residential,FALSE,FALSE,39.147,-84.4946
PepsiCo Foods New Warehouse / Circleville,Circleville,OH,10000000,Conceptual,,Industrial,FALSE,FALSE,39.5799,-82.9486
Construction of a Giraffe Barn,Cumberland,OH,0,Post-Bid,"Feb 27, 2025",Industrial,FALSE,FALSE,39.8295,-81.7331
Hilltop Police Substation / Westerville,Westerville,OH,7618000,Post-Bid,"Mar 31, 2025",Fire / Police,FALSE,FALSE,40.1316,-82.99
Miami County One Stop Center,Troy,OH,6270000,Award,"May 10, 2022",Municipal,FALSE,FALSE,40.0395,-84.2033
The Cove,Cincinnati,OH,20000000,Design,,"Multi-Residential, Office, Restaurant, Retail, Sidewalks / Parking Lot",FALSE,FALSE,39.0941,-84.2809
RFQ Design - Greene County Vocational School District Culinary Expansion Project,Xenia,OH,5000000,Conceptual,,Educational,FALSE,FALSE,39.6623,-83.9157
Dental Simulation Space Modernization,Columbus,OH,6100000,Pre-Construction/Negotiated,"Apr 21, 2025",Educational,FALSE,FALSE,39.9961,-83.0164
Construction of New Fire Station - City of Rocky River,Rocky River,OH,15000000,Under Construction,,Fire / Police,FALSE,FALSE,41.4679,-81.854
RFQ Construction Manager at Risk - Columbus Police Substation #6 (Easton) Rebid,Columbus,OH,14000000,GC Bidding,"Mar 3, 2026","Sidewalks / Parking Lot, Water / Sewer, Fire / Police",FALSE,FALSE,40.0492,-82.9281
Jackson Local Schools  New Transportation Center,Massillon,OH,6200000,Award,"Feb 2, 2023",Educational,FALSE,FALSE,40.8606,-81.4906
North Market Expansion,Columbus,OH,430000000,Under Construction,,Restaurant,FALSE,FALSE,39.9725,-83.006
RFP -A/E- Interior Renovation and Addition At The Main Hospital,Coldwater,OH,12000000,Conceptual,,Medical,FALSE,FALSE,40.4806,-84.6392
New Fire Station - Madison Township,Madison,OH,7500000,Design,,Fire / Police,FALSE,FALSE,41.7712,-81.0498
Stillhaus Spa / Columbus,Columbus,OH,5000000,Design,,"Restaurant, Fitness / Rec Centers",FALSE,FALSE,39.9515,-82.9984
Churchill Gateway - Glenville Neighborhood,Cleveland Hts,OH,19614400,Under Construction,,Multi-Residential,FALSE,FALSE,41.5202,-81.6135
Paradigm / Cincinnati,Cincinnati,OH,15048000,Post-Bid,"Oct 29, 2025",Office,FALSE,FALSE,39.1542,-84.6037
Central Station Pickle Bar / Cincinnati,Cincinnati,OH,15048000,Post-Bid,"Oct 29, 2025",Retail,FALSE,FALSE,39.1542,-84.6037
Sheetz#431 / North Canton,North Canton,OH,9517953,Final Planning,,"Sidewalks / Parking Lot, Service Station / Car Wash",FALSE,FALSE,40.8915,-81.4201
RG Drage Career Technical Center Classroom / HVAC Lab Addition,Massillon,OH,5050000,Post-Bid,"May 14, 2024",Educational,FALSE,FALSE,40.7741,-81.4861
Trumbull Career and Technical Center Expansion,Warren,OH,5126000,Under Construction,,Educational,FALSE,FALSE,41.2805,-80.8248
Police Substation Hilltop Area,Columbus,OH,13942258,Under Construction,"Apr 21, 2025",Fire / Police,FALSE,FALSE,39.9487,-83.0486
Milo Grogan Industrial Warehouse,Columbus,OH,7000000,Conceptual,,Industrial,FALSE,FALSE,39.9802,-82.9833
RFQ Design - Construction of a New County Administration Building,Ashland,OH,6000000,Conceptual,,Municipal,FALSE,FALSE,40.8532,-82.315
Tiffin Renovation,Tiffin,OH,6300000,Post-Bid,"Jan 4, 2026",Municipal,FALSE,FALSE,41.1145,-83.178
Court Street Hotel,Medina,OH,23700000,Under Construction,,"Sidewalks / Parking Lot, Hotel / Motel",TRUE,FALSE,41.137,-81.8647
Cedarville and Clifton Historic Restorations,Cedarville,OH,17800000,Under Construction,"Aug 26, 2024",Museum,FALSE,FALSE,39.7442,-83.8085
Lightbridge Academy / Dublin,Dublin,OH,10000000,Final Planning,,"Sidewalks / Parking Lot, Playgrounds / Parks / Athletic Fields, Day Care Centers",FALSE,FALSE,40.0876,-83.1244
1922 Club,Columbus,OH,11431584,Under Construction,"Jan 3, 2025",Arenas / Stadiums,FALSE,FALSE,40.0025,-83.0203
Al Ihsan School Expansion,Cleveland,OH,5000000,Design,,"Office, Educational, Laboratories",FALSE,FALSE,41.4304,-81.8253
Akron Zoo Veterinary Hospital,Akron,OH,11950000,Under Construction,,"Medical, Sidewalks / Parking Lot",FALSE,FALSE,41.0724,-81.5572
Holzer Child Care Center New Building and Site Development,Gallipolis,OH,5400000,Post-Bid,"Mar 18, 2025",Elderly Care / Assisted Living,FALSE,TRUE,38.8463,-82.2373
CRMF New Railcar Modifications,Cleveland,OH,9505365,Award,"Dec 19, 2025",Transportation Terminals,FALSE,FALSE,41.4821,-81.6482
Renovate MICU/SICU,Cincinnati,OH,10000000,Post-Bid,"Jan 16, 2026","Medical, Military",FALSE,FALSE,39.1398,-84.5089
Xaloy R&D Innovation Center Addition / Austintown,Youngstown,OH,7500000,Conceptual,,Industrial,FALSE,FALSE,41.1101,-80.7802
RFQ Construction Manager at Risk-Visitors Bleachers Renovations,Warren,OH,6000000,Post-Bid,"Jun 30, 2025",Arenas / Stadiums,FALSE,FALSE,41.2376,-80.8184
Loveland Madeira Road Pediatric Primary Care Remodel,Loveland,OH,6000000,Under Construction,,Medical,FALSE,FALSE,39.251,-84.2955
Ursa Major Rocket Propulsion Research and Development Center / Boardman,Youngstown,OH,14500000,Conceptual,,Industrial,FALSE,FALSE,40.9923,-80.6503
Yellow Springs Senior Citizens New Facility,Yellow Springs,OH,5000000,Design,,Elderly Care / Assisted Living,FALSE,TRUE,39.801,-83.8899
RFQ Design - Agriculture Learning Center,Andover,OH,8850000,Conceptual,,Educational,FALSE,FALSE,41.611,-80.5848
Penta Career Center New E-Mobility Lab Perrysburg,Perrysburg,OH,8600000,Under Construction,,"Educational, Laboratories",FALSE,FALSE,41.557,-83.6272
Zanesville Downtown Gateway District Project,S Zanesville,OH,10293680,Under Construction,"Jun 28, 2024",Roads / Highways,FALSE,FALSE,39.9403,-82.0132
Renovate Materials Analysis Lab F/20071 Wright-Patterson AFB,Dayton,OH,13441400,Award,"Dec 16, 2024","Military, Laboratories",FALSE,FALSE,39.7589,-84.1916
Diabetes and Endocrinology Center of Ohio Expansion,Worthington,OH,5000000,Pre-Construction/Negotiated,,Medical,FALSE,FALSE,40.1092,-83.0125
RFP Construction Manager - Coos County Transit Center & Mobility Hub,Ashley,OH,8000000,Post-Bid,"Jan 28, 2026",Transportation Terminals,FALSE,FALSE,40.4173,-82.9071
Miami Township Branch Library Building,Cleves,OH,7000000,Pre-Construction/Negotiated,,Library,FALSE,FALSE,39.1595,-84.7497
Buffalo Wild Wings / Ironton,Ironton,OH,7000000,Post-Bid,"Dec 18, 2025",Restaurant,FALSE,FALSE,38.5114,-82.667
RFQ Construction Manager - Community Learning & History Center,Leetonia,OH,5000000,Post-Bid,"Jan 27, 2026",Clubhouse / Community Centers,FALSE,FALSE,40.8604,-80.7548
RFP D/B - Construction Addition for AIMR-2C Research-F/20653,Wright Patterson AFB,OH,7514099,Award,"Jan 10, 2025",Military,FALSE,FALSE,39.8137,-84.0537
Benham's Grove Improvements Project,Centerville,OH,5977000,Award,"Dec 13, 2023",Playgrounds / Parks / Athletic Fields,FALSE,FALSE,39.6401,-84.1752
Wawa / Miami Township,Miamisburg,OH,7500000,Final Planning,,"Retail, Service Station / Car Wash",FALSE,FALSE,39.6132,-84.2265
Wawa / Clinton County,Chester Township,OH,7000000,Conceptual,,"Retail, Service Station / Car Wash",FALSE,FALSE,39.4845,-83.9367
Sgt Clean Car Wash / Fairlawn,Fairlawn,OH,5000000,Design,,Service Station / Car Wash,FALSE,FALSE,41.1276,-81.6076
RFQ Construction Manager at Risk - Poindexter Village African American Museum,Columbus,OH,16000000,Post-Bid,"Jan 20, 2026",Museum,FALSE,FALSE,39.972,-82.9677
Apparatus Bay Floor Replacement: Mansfield Central Fire Station,Mansfield,OH,17870000,Bid Results,"Dec 15, 2023",Fire / Police,FALSE,FALSE,40.7593,-82.5105
Wren Building Mixed Use,Springfield,OH,32000000,Under Construction,,"Multi-Residential, Retail",FALSE,FALSE,39.9231,-83.8091
Hibachi Grill Interior Renovation / Cincinnati,Cincinnati,OH,0,Post-Bid,"Feb 2, 2026",Restaurant,FALSE,FALSE,39.132,-84.6117
Rehabilitate Charles Young House,Xenia,OH,5447400,Award,"Jul 19, 2021",Museum,FALSE,FALSE,39.7073,-83.8903
Main Street Mixed-Use Development Phase II,Dayton,OH,14000000,Under Construction,,"Multi-Residential, Residential Subdivision, Service Station / Car Wash",FALSE,FALSE,39.7721,-84.1954
RFQ D/B - Market Survey - Leased Temporary Facility Area B,Wright Patterson AFB,OH,25000000,Conceptual,,Military,FALSE,FALSE,39.8137,-84.0537
Johnson Memorial Library Interior Alterations,Hicksville,OH,0,Post-Bid,"Apr 9, 2025",Library,FALSE,FALSE,41.2928,-84.7637
